Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%
Nathan Broadhead,WAL,"MF,FW",Ipswich Town,26,702,2,0,1,0,1.7,0.7,20,14,33,0.26,0.0,0.22,0.09,61.5,1.03,0.15,15.8,178,78.1,2473,89.4,80.6,25.0,7,12,6,0,N/A,N/A,N/A,9,4,12,9,8,1,7,4,317,7,41,161,126,21,50.0,44.1,174,584,16,5,19,15,222,4,13,2,9,32,1,10,9.1
Nathan Collins,IRL,DF,Brentford,23,3420,2,3,5,0,2.5,1.8,32,127,18,0.05,0.08,0.07,0.05,35.3,0.16,0.12,10.7,1705,85.9,32826,87.7,92.6,60.7,10,111,7,2,N/A,N/A,N/A,40,24,36,14,77,57,20,34,2435,385,1275,1002,169,69,50.0,41.7,1289,4130,12,1,20,8,1490,29,31,6,8,162,117,69,62.9
Nathan Patterson,SCO,DF,Everton,22,347,0,1,1,0,0.1,0.4,6,13,18,0.0,0.26,0.02,0.11,0.0,0.0,0.0,16.8,130,73.9,2272,90.3,69.3,50.0,4,9,5,3,N/A,N/A,N/A,11,6,14,7,2,0,2,2,215,11,52,90,75,5,75.0,16.7,95,216,5,2,4,2,117,6,1,0,14,12,1,7,12.5
Nathan Wood-Gordon,ENG,DF,Southampton,22,773,0,0,2,0,0.2,0.0,2,17,0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,5.9,444,93.3,7532,95.3,96.8,63.0,1,11,0,0,N/A,N/A,N/A,14,8,11,3,9,6,3,5,564,75,282,255,28,3,66.7,16.7,313,535,6,0,5,1,419,9,4,0,3,20,15,8,65.2
Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,33,483,0,0,1,0,0.0,0.3,6,7,8,0.0,0.0,0.0,0.06,0.0,0.0,0.0,31.4,171,76.0,3113,80.9,88.4,46.7,3,16,2,1,N/A,N/A,N/A,12,8,11,5,4,2,2,3,273,18,111,125,37,3,0.0,100.0,158,314,2,3,5,2,178,2,2,0,7,10,1,7,12.5
Neco Williams,WAL,DF,Nott'ham Forest,23,2594,1,3,7,0,2.3,1.6,68,89,103,0.03,0.1,0.08,0.05,18.9,0.24,0.03,20.2,843,75.5,12607,90.4,72.1,37.4,18,69,22,10,N/A,N/A,N/A,90,57,86,33,42,10,32,31,1565,155,558,574,453,45,39.1,41.3,650,2169,28,16,36,21,744,24,43,2,59,110,40,30,57.1
Neto,BRA,GK,Bournemouth,35,180,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,40,64.5,1183,100.0,100.0,36.4,0,2,0,0,1.0,84.6,0.0,0,0,0,0,0,0,0,0,70,60,70,0,0,0,N/A,N/A,35,99,0,0,0,0,28,0,2,0,0,3,0,0,N/A
Nick Pope,ENG,GK,Newcastle Utd,32,2520,0,0,2,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,575,73.5,14597,99.2,98.4,43.0,1,2,0,0,1.25,71.7,28.6,0,0,0,0,1,0,1,1,872,688,857,15,0,0,N/A,N/A,439,1708,0,0,0,1,305,2,5,0,0,24,11,1,91.7
Niclas Füllkrug,GER,FW,West Ham,31,790,3,2,2,0,2.2,1.9,7,14,31,0.34,0.23,0.25,0.22,43.8,0.8,0.19,10.3,133,67.2,1852,76.9,60.3,53.8,14,12,5,0,N/A,N/A,N/A,4,3,4,1,1,0,1,1,277,19,27,142,110,40,12.5,75.0,123,215,4,2,18,7,205,21,6,10,1,18,39,52,42.9
Nico O’Reilly,ENG,DF,Manchester City,19,528,2,0,0,0,1.3,0.4,16,17,26,0.34,0.0,0.22,0.06,37.5,0.51,0.25,15.4,305,86.4,4042,92.5,80.7,42.9,4,28,1,1,N/A,N/A,N/A,9,4,8,4,5,1,4,4,419,14,71,223,130,18,60.0,40.0,249,575,15,0,14,15,298,6,4,1,8,31,6,9,40.0
Nicolas Jackson,SEN,FW,Chelsea,23,2220,10,5,7,1,12.3,4.3,47,38,129,0.41,0.2,0.5,0.17,44.7,1.38,0.13,12.9,303,75.9,4088,81.6,78.0,60.0,28,22,10,1,N/A,N/A,N/A,22,13,10,5,15,2,13,3,687,19,50,285,361,141,29.5,52.5,417,1316,25,32,71,41,514,35,29,23,3,48,21,36,36.8
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,26,1963,0,1,9,0,1.5,1.3,16,83,33,0.0,0.05,0.07,0.06,42.9,0.41,0.0,18.9,821,86.7,11995,91.1,89.4,61.8,13,81,11,1,N/A,N/A,N/A,86,45,76,40,38,12,26,29,1218,78,303,630,295,33,33.3,44.4,471,924,14,2,23,12,676,33,18,1,7,114,27,23,54.0
Nicolás González,ESP,MF,Manchester City,22,760,1,0,3,0,0.5,0.1,9,50,11,0.12,0.0,0.06,0.01,22.2,0.24,0.11,19.5,575,92.0,8643,96.0,92.1,63.6,1,52,4,0,N/A,N/A,N/A,16,6,11,5,9,0,9,8,713,18,116,439,161,10,16.7,50.0,425,729,12,3,8,11,535,13,5,0,1,31,16,12,57.1
Nikola Milenković,SRB,DF,Nott'ham Forest,26,3330,5,2,4,0,4.0,1.1,3,51,6,0.14,0.05,0.11,0.03,27.6,0.22,0.17,11.6,850,82.3,17093,88.1,88.3,61.7,9,53,2,0,N/A,N/A,N/A,51,29,34,7,41,24,17,27,1412,257,775,552,89,64,100.0,0.0,547,1116,3,2,4,2,727,20,5,2,0,85,101,39,72.1
Noni Madueke,ENG,FW,Chelsea,22,2033,7,3,3,0,9.6,4.2,154,69,226,0.31,0.13,0.43,0.19,37.5,1.33,0.09,14.4,530,77.4,7705,86.2,76.3,53.7,32,16,35,8,N/A,N/A,N/A,25,18,38,24,17,0,17,10,980,22,101,301,595,184,44.1,45.1,641,3485,50,93,52,25,756,22,25,5,63,84,11,19,36.7
Noussair Mazraoui,MAR,DF,Manchester Utd,26,2838,0,1,3,0,0.7,1.5,42,115,58,0.0,0.03,0.02,0.05,23.1,0.1,0.0,20.6,1526,85.7,23059,91.3,89.1,56.2,20,125,20,5,N/A,N/A,N/A,115,68,94,35,36,9,27,34,2139,167,839,976,349,30,54.2,37.5,1172,2884,32,3,25,17,1289,38,25,4,23,149,50,30,62.5
Nélson Semedo,POR,DF,Wolves,30,2886,0,4,8,0,0.9,2.8,67,80,119,0.0,0.12,0.03,0.09,38.9,0.22,0.0,23.9,1096,80.8,16627,91.6,83.5,46.1,25,70,28,13,N/A,N/A,N/A,62,36,57,23,32,10,22,23,1717,123,483,788,467,27,45.1,43.7,901,2688,41,10,42,21,995,48,30,4,63,139,28,42,40.0
Ola Aina,NGA,DF,Nott'ham Forest,27,2995,2,1,5,0,0.6,1.4,67,107,67,0.06,0.03,0.02,0.04,18.2,0.06,0.18,26.1,994,73.5,15371,88.6,74.5,34.3,16,85,23,11,N/A,N/A,N/A,55,42,64,28,34,12,22,33,1708,156,613,717,409,22,45.8,37.5,749,2787,46,10,44,22,823,23,35,2,59,190,13,19,40.6
Oleksandr Zinchenko,UKR,"DF,MF",Arsenal,27,527,0,1,1,0,0.6,0.2,10,48,14,0.0,0.17,0.11,0.03,0.0,0.0,0.0,19.6,382,84.7,6080,92.7,88.0,45.9,3,30,11,3,N/A,N/A,N/A,6,1,8,5,8,1,7,5,499,16,86,233,181,20,60.0,20.0,281,573,8,3,3,4,348,8,3,1,13,19,12,11,52.2
Oliver Scarles,ENG,"DF,FW",West Ham,18,665,0,0,1,0,0.1,0.1,12,22,44,0.0,0.0,0.01,0.01,0.0,0.0,0.0,20.2,293,78.8,4388,88.8,84.1,29.7,2,10,5,1,N/A,N/A,N/A,21,11,22,8,14,2,12,11,466,32,159,179,133,9,28.6,71.4,219,483,9,2,12,3,272,5,3,1,15,34,6,6,50.0
Oliver Skipp,ENG,MF,Leicester City,23,1129,0,0,8,0,0.4,0.3,16,35,19,0.0,0.0,0.03,0.02,20.0,0.08,0.0,19.4,419,83.5,6399,86.6,91.6,58.3,9,32,4,0,N/A,N/A,N/A,21,4,15,6,23,7,16,11,612,29,141,383,92,9,58.3,41.7,347,644,7,3,12,7,419,21,13,0,5,46,12,6,66.7
Ollie Watkins,ENG,FW,Aston Villa,28,2598,16,8,2,0,15.3,3.3,55,31,165,0.55,0.28,0.53,0.12,43.9,1.25,0.17,12.1,307,72.4,3915,78.0,77.3,69.2,24,12,13,0,N/A,N/A,N/A,10,7,11,8,11,3,8,8,695,18,50,248,407,168,24.4,65.9,409,1125,21,38,60,50,552,29,33,16,7,43,52,71,42.3
Omar Marmoush,EGY,"FW,MF",Manchester City,25,1175,7,0,0,0,5.5,2.8,29,37,78,0.54,0.0,0.42,0.21,34.7,1.3,0.14,18.6,252,79.2,3443,85.0,78.4,56.3,15,10,29,4,N/A,N/A,N/A,13,8,16,8,15,1,14,6,504,6,34,152,326,68,43.5,45.7,320,960,20,15,45,19,361,15,20,10,28,37,5,11,31.3
Omari Hutchinson,ENG,"MF,FW",Ipswich Town,20,2583,3,2,5,0,2.9,3.5,97,75,159,0.1,0.07,0.1,0.12,40.0,0.63,0.07,19.6,690,78.0,10875,88.5,83.5,52.1,31,45,27,15,N/A,N/A,N/A,32,13,48,35,27,2,25,11,1259,17,200,516,567,92,37.2,49.6,779,2976,39,37,80,58,893,30,46,6,81,110,6,26,18.8
Orel Mangala,BEL,MF,Everton,26,1261,1,0,2,0,1.1,0.6,6,34,19,0.07,0.0,0.08,0.05,37.5,0.43,0.06,22.1,437,89.2,6998,90.5,94.9,76.7,8,50,8,1,N/A,N/A,N/A,16,8,8,3,8,3,5,21,621,22,133,335,157,13,58.3,37.5,298,576,6,3,12,12,406,24,17,2,6,49,6,8,42.9
Pablo Sarabia,ESP,"MF,FW",Wolves,32,814,3,2,3,0,2.9,1.8,15,60,62,0.33,0.22,0.32,0.19,47.1,0.88,0.18,18.9,308,69.2,5160,87.3,74.8,45.0,15,39,20,3,N/A,N/A,N/A,16,8,16,6,10,0,10,4,552,4,58,271,226,24,40.0,46.7,325,731,15,0,22,14,387,16,15,5,47,34,5,14,26.3
Pape Matar Sarr,SEN,MF,Tottenham,21,1913,3,2,6,0,3.7,1.6,33,88,53,0.14,0.09,0.17,0.08,38.2,0.61,0.09,20.9,889,86.4,13609,90.8,89.9,72.6,15,85,12,2,N/A,N/A,N/A,49,36,25,13,26,10,16,30,1253,47,274,699,302,28,36.7,53.3,772,1918,37,5,29,22,872,34,35,2,14,115,34,45,43.0
Patrick Dorgu,DEN,DF,Manchester Utd,19,842,0,0,3,1,0.4,0.7,41,34,83,0.0,0.0,0.05,0.08,20.0,0.21,0.0,16.4,400,81.0,5631,89.3,78.0,42.9,12,23,11,2,N/A,N/A,N/A,31,24,23,7,11,0,11,4,602,16,155,206,244,32,23.1,46.2,354,1209,17,7,12,10,399,17,28,3,39,37,15,9,62.5
Patson Daka,ZAM,"FW,MF",Leicester City,25,736,1,0,0,0,1.3,0.1,11,8,36,0.12,0.0,0.15,0.01,26.7,0.49,0.07,14.8,106,72.1,1475,80.0,73.3,100.0,1,6,1,0,N/A,N/A,N/A,19,10,18,11,7,1,6,1,252,11,46,114,97,29,13.3,66.7,141,321,7,6,20,12,167,15,19,3,3,18,10,28,26.3
Pau Torres,ESP,DF,Aston Villa,27,2020,0,0,2,0,0.5,0.1,40,97,8,0.0,0.0,0.02,0.01,25.0,0.09,0.0,11.7,1217,88.9,21319,95.2,93.5,53.4,3,110,8,0,N/A,N/A,N/A,21,15,17,7,16,11,5,10,1518,237,701,726,97,17,88.2,11.8,965,4176,27,0,6,5,1090,8,7,0,3,62,18,29,38.3
Paul Onuachu,NGA,FW,Southampton,30,1050,4,1,4,0,3.6,0.5,7,13,40,0.34,0.09,0.31,0.04,44.1,1.29,0.12,10.4,160,60.8,2292,62.7,64.3,63.2,8,13,2,0,N/A,N/A,N/A,7,2,7,4,7,2,5,1,440,17,45,235,163,67,30.8,53.8,214,248,5,2,50,36,358,28,16,10,0,19,93,59,61.2
Pedro Neto,POR,FW,Chelsea,24,2269,4,6,8,0,3.5,6.7,126,60,253,0.16,0.24,0.14,0.27,28.8,0.67,0.07,18.2,702,78.4,11347,93.0,81.9,47.2,46,30,37,23,N/A,N/A,N/A,23,9,21,12,14,2,12,9,1153,13,100,336,735,116,32.7,44.2,746,3342,57,45,45,30,838,21,33,3,149,81,11,30,26.8
Pedro Porro,ESP,DF,Tottenham,24,2610,2,6,5,0,1.6,5.0,65,154,109,0.07,0.21,0.05,0.17,20.5,0.28,0.05,23.0,1385,73.2,24256,87.6,79.6,43.4,57,124,57,27,N/A,N/A,N/A,66,49,77,33,44,17,27,36,2237,128,675,812,763,32,35.0,60.0,1187,2841,43,5,25,18,1291,25,33,1,196,152,12,23,34.3
Pervis Estupiñán,ECU,DF,Brighton,26,2402,1,1,5,0,1.2,2.1,59,132,112,0.04,0.04,0.04,0.08,32.1,0.34,0.04,24.5,1338,83.1,20347,93.2,83.5,46.8,26,105,34,18,N/A,N/A,N/A,65,43,51,17,20,5,15,37,1915,89,493,936,506,35,55.9,38.2,1023,2689,61,9,34,27,1144,36,20,3,119,147,46,26,63.9
Phil Foden,ENG,"MF,FW",Manchester City,24,1777,7,2,2,0,5.2,4.8,50,103,128,0.35,0.1,0.26,0.24,29.6,0.81,0.13,18.6,791,84.1,12385,90.9,89.3,59.8,43,41,39,6,N/A,N/A,N/A,13,5,18,11,13,1,12,9,1139,13,85,382,681,83,32.6,53.5,722,1782,30,17,36,31,894,5,34,3,80,61,3,9,25.0
Philip Billing,DEN,MF,Bournemouth,28,184,0,0,1,0,0.6,1.1,3,15,13,0.0,0.0,0.28,0.54,20.0,0.49,0.0,17.9,70,68.6,1023,84.3,70.4,26.7,9,9,7,2,N/A,N/A,N/A,14,5,4,1,3,0,3,5,148,5,20,72,57,12,33.3,0.0,58,163,1,1,7,4,75,3,2,0,10,14,6,4,60.0
Radu Drăgușin,ROU,DF,Tottenham,22,1252,0,0,1,0,0.1,0.4,7,37,2,0.0,0.0,0.01,0.03,20.0,0.07,0.0,12.7,716,85.2,13638,91.0,93.0,43.9,4,52,2,1,N/A,N/A,N/A,10,6,12,6,22,16,6,15,961,148,510,430,30,12,0.0,0.0,623,1666,3,0,8,2,669,6,10,0,1,48,33,22,60.0
Raheem Sterling,ENG,"FW,MF",Arsenal,29,499,0,2,1,0,1.4,0.5,27,18,79,0.0,0.36,0.26,0.09,0.0,0.0,0.0,15.1,158,78.6,2022,88.0,75.4,75.0,8,4,9,2,N/A,N/A,N/A,9,4,10,5,3,0,3,1,274,2,10,58,209,38,33.3,33.3,201,750,11,15,13,14,211,12,8,4,16,16,1,3,25.0
Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,24,295,1,0,1,0,1.0,0.5,12,6,17,0.31,0.0,0.31,0.15,45.5,1.53,0.09,18.6,66,68.0,1016,70.2,68.6,71.4,8,2,5,3,N/A,N/A,N/A,5,3,5,4,9,0,9,4,154,6,36,48,77,15,61.5,38.5,75,333,7,5,6,5,81,6,8,3,8,25,4,7,36.4
Rasmus Højlund,DEN,FW,Manchester Utd,21,2004,4,0,2,0,5.3,1.8,28,18,101,0.18,0.0,0.24,0.08,40.6,0.58,0.13,12.9,251,74.7,2741,81.0,67.7,66.7,16,14,5,1,N/A,N/A,N/A,3,1,5,5,6,0,6,2,515,6,36,251,237,74,27.3,63.6,308,655,13,17,63,33,408,17,28,13,8,35,31,94,24.8
Rayan Aït-Nouri,ALG,DF,Wolves,23,3109,4,7,7,1,2.7,5.5,89,108,176,0.12,0.2,0.08,0.16,27.8,0.29,0.11,14.9,1449,84.2,19837,93.5,87.2,40.7,46,77,30,10,N/A,N/A,N/A,89,57,70,27,42,6,36,26,2148,96,577,916,685,96,46.0,40.9,1129,3205,62,28,52,47,1321,30,46,6,94,145,22,30,42.3
Raúl Jiménez,MEX,FW,Fulham,33,2494,12,3,4,0,12.0,3.3,35,62,125,0.43,0.11,0.43,0.12,32.3,1.08,0.1,14.5,458,71.2,6916,81.3,73.4,60.0,24,41,14,3,N/A,N/A,N/A,35,24,22,14,21,5,16,10,999,35,120,431,464,165,42.0,52.0,549,1112,24,17,74,45,734,39,41,15,23,80,91,99,47.9
Reece James,ENG,"DF,MF",Chelsea,24,1063,1,1,1,0,0.4,0.7,7,64,12,0.08,0.08,0.04,0.06,27.3,0.25,0.09,23.2,717,84.0,12618,93.3,89.3,49.1,11,80,5,1,N/A,N/A,N/A,10,9,9,6,14,6,8,13,952,43,267,516,176,7,41.2,35.3,486,822,4,1,7,9,607,8,11,0,43,66,23,9,71.9
Reiss Nelson,ENG,FW,Fulham,24,487,1,1,1,0,1.1,1.0,45,35,63,0.18,0.18,0.2,0.18,50.0,1.11,0.08,15.4,232,86.6,3429,92.5,84.6,63.2,13,7,15,3,N/A,N/A,N/A,8,6,13,8,11,0,11,5,347,5,30,110,212,35,37.1,37.1,259,960,25,21,14,8,274,6,9,1,23,29,0,4,0.0
Renato Veiga,POR,"DF,MF",Chelsea,21,181,0,0,2,0,0.1,0.0,4,7,3,0.0,0.0,0.07,0.0,33.3,0.5,0.0,17.1,118,84.9,2171,88.2,90.2,61.9,0,6,1,0,N/A,N/A,N/A,9,6,12,8,3,1,2,1,167,2,61,82,27,3,60.0,40.0,85,144,5,1,1,0,110,6,1,1,0,9,3,3,50.0
Ricardo Pereira,POR,DF,Leicester City,30,388,0,0,1,0,0.1,0.0,3,18,5,0.0,0.0,0.02,0.0,50.0,0.23,0.0,17.0,207,83.5,3368,88.3,84.3,86.7,0,19,1,0,N/A,N/A,N/A,13,8,14,7,8,3,5,4,296,17,90,166,41,5,66.7,22.2,151,186,3,2,3,1,172,6,8,0,3,19,4,2,66.7
Riccardo Calafiori,ITA,DF,Arsenal,22,983,2,1,4,0,0.9,0.3,22,54,29,0.18,0.09,0.08,0.03,60.0,0.55,0.2,14.1,470,85.6,6903,91.5,86.7,67.9,6,41,9,1,N/A,N/A,N/A,27,19,29,11,12,6,6,9,653,30,164,264,229,30,69.2,23.1,308,889,15,3,12,5,394,16,6,3,11,35,22,14,61.1
Richarlison,BRA,FW,Tottenham,27,504,4,1,2,0,3.7,0.9,8,11,22,0.71,0.18,0.66,0.16,41.2,1.25,0.24,9.1,62,60.2,937,68.9,59.4,66.7,4,8,4,2,N/A,N/A,N/A,5,3,3,3,1,1,0,0,173,8,21,89,64,29,6.3,87.5,89,168,8,3,9,8,120,7,13,3,7,11,10,23,30.3
Rico Henry,ENG,DF,Brentford,27,99,0,0,0,0,0.0,0.0,0,4,5,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,33,67.3,503,69.0,76.5,0.0,0,4,0,0,N/A,N/A,N/A,2,2,4,4,4,1,3,1,66,6,22,29,16,1,0.0,66.7,30,60,1,0,3,2,27,2,2,0,2,7,2,1,66.7
Rico Lewis,ENG,"DF,MF",Manchester City,19,1893,1,2,5,1,1.4,0.3,39,107,78,0.05,0.1,0.07,0.02,20.0,0.1,0.1,15.8,1201,91.5,17279,94.6,94.0,63.6,7,92,14,0,N/A,N/A,N/A,30,19,21,8,28,7,21,13,1477,53,289,727,477,46,42.9,52.4,865,2155,41,8,20,19,1061,12,34,0,6,95,6,14,30.0
Robert Sánchez,ESP,GK,Chelsea,26,2880,0,0,5,0,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,871,69.7,21022,99.5,96.6,36.3,2,26,1,0,1.06,76.4,31.3,0,0,1,1,0,0,0,2,1323,980,1311,12,0,0,N/A,N/A,881,2852,0,0,0,0,822,2,4,0,0,43,12,0,100.0
Robin Olsen,SWE,GK,Aston Villa,34,226,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,65,64.4,2083,100.0,100.0,37.9,0,4,0,0,2.39,64.3,100.0,1,0,1,0,0,0,0,0,110,94,109,1,0,0,N/A,N/A,50,132,0,0,0,0,46,0,0,0,0,2,0,0,N/A
Rodrigo Bentancur,URU,MF,Tottenham,27,1645,2,0,9,0,1.3,0.4,28,100,34,0.11,0.0,0.07,0.02,22.7,0.27,0.09,17.4,946,87.9,15392,90.7,92.6,74.6,10,109,13,2,N/A,N/A,N/A,40,22,40,21,25,8,17,40,1302,76,323,774,216,24,47.4,42.1,764,1502,24,5,19,20,848,34,10,1,4,121,36,30,54.5
Rodrigo Gomes,POR,"DF,FW",Wolves,21,810,2,0,0,0,0.7,0.9,23,27,81,0.22,0.0,0.08,0.1,42.9,0.33,0.29,16.8,212,68.6,3052,79.6,72.7,28.6,12,12,14,4,N/A,N/A,N/A,23,15,21,9,8,1,7,7,417,24,101,141,182,29,33.3,46.7,217,805,18,7,21,9,246,4,6,0,23,28,8,17,32.0
Rodrigo Muniz,BRA,FW,Fulham,23,964,8,1,1,0,5.8,0.7,6,27,31,0.75,0.09,0.54,0.07,48.7,1.77,0.21,12.0,92,64.8,1540,67.6,68.9,84.6,7,13,3,0,N/A,N/A,N/A,10,5,4,0,9,2,7,5,311,14,27,161,127,55,33.3,50.0,157,187,4,3,47,24,237,11,31,3,1,14,67,63,51.5
Romain Esse,ENG,MF,Crystal Palace,19,138,1,1,0,0,0.3,0.4,1,7,14,0.65,0.65,0.21,0.27,100.0,0.65,1.0,2.8,32,76.2,475,87.0,71.4,50.0,3,2,1,0,N/A,N/A,N/A,9,6,5,0,2,0,2,1,73,1,14,30,29,9,33.3,66.7,38,49,1,2,6,2,43,2,3,0,0,9,3,2,60.0
Roméo Lavia,BEL,MF,Chelsea,20,797,0,1,4,0,0.3,0.7,3,31,7,0.0,0.11,0.03,0.08,0.0,0.0,0.0,18.8,389,91.7,6552,91.8,94.8,84.0,7,49,3,0,N/A,N/A,N/A,22,13,21,11,6,0,6,16,493,17,109,319,71,1,62.5,37.5,295,567,9,0,3,7,359,16,7,0,0,40,12,6,66.7
Ross Barkley,ENG,MF,Aston Villa,30,581,3,1,3,0,1.8,0.6,15,36,10,0.46,0.15,0.27,0.1,31.3,0.77,0.19,14.2,337,85.3,5232,87.6,91.6,65.0,9,32,6,0,N/A,N/A,N/A,14,3,14,5,9,3,6,10,464,17,75,275,121,19,75.0,25.0,277,733,15,2,7,8,328,8,3,0,1,43,6,4,60.0
Ross Stewart,SCO,FW,Southampton,28,389,1,0,1,0,1.1,0.0,3,2,10,0.23,0.0,0.25,0.0,22.2,0.46,0.11,10.8,67,70.5,861,75.6,78.1,0.0,0,2,1,0,N/A,N/A,N/A,6,4,8,5,3,0,3,1,140,9,25,55,62,15,60.0,40.0,64,81,0,4,7,9,100,7,7,1,0,6,13,23,36.1
Ryan Christie,SCO,MF,Bournemouth,29,2117,2,3,9,0,1.8,3.5,34,137,44,0.09,0.13,0.08,0.15,36.4,0.51,0.06,19.6,837,79.3,14882,88.2,87.9,48.8,41,118,33,5,N/A,N/A,N/A,54,33,64,37,44,11,33,30,1376,74,256,773,372,46,47.9,45.8,726,1773,40,8,44,25,777,43,31,1,48,182,20,28,41.7
Ryan Fraser,SCO,"FW,DF",Southampton,30,306,0,0,0,1,0.0,0.1,10,8,18,0.0,0.0,0.01,0.03,100.0,0.29,0.0,31.6,77,74.8,1121,93.5,70.0,30.0,2,3,1,0,N/A,N/A,N/A,6,2,6,2,1,1,0,1,131,12,45,50,37,3,66.7,33.3,74,252,5,2,4,2,94,1,4,1,12,10,2,3,40.0
Ryan Gravenberch,NED,MF,Liverpool,22,3160,0,4,6,1,1.1,3.1,70,181,55,0.0,0.11,0.03,0.09,25.0,0.14,0.0,24.5,1718,89.2,25904,92.5,92.3,61.5,26,151,35,2,N/A,N/A,N/A,69,35,56,24,35,10,25,60,2343,117,509,1354,512,26,45.7,37.0,1396,3742,75,10,55,26,1669,47,52,0,7,193,26,14,65.0
Ryan Manning,IRL,"DF,MF",Southampton,28,1462,0,1,2,0,0.3,3.2,14,35,74,0.0,0.06,0.02,0.2,12.5,0.06,0.0,22.0,619,77.1,10360,92.2,80.9,44.0,34,33,12,8,N/A,N/A,N/A,28,17,26,12,20,11,9,17,968,72,260,397,321,22,30.6,44.4,483,982,13,4,17,5,573,19,32,0,84,65,15,6,71.4
Ryan Sessegnon,ENG,"FW,DF",Fulham,24,580,4,2,1,0,1.6,1.1,18,22,59,0.62,0.31,0.25,0.17,57.1,1.24,0.29,12.8,189,78.4,2728,86.8,79.5,61.5,12,18,7,2,N/A,N/A,N/A,27,13,20,11,13,1,12,3,363,15,88,131,149,45,38.1,47.6,180,549,14,10,19,8,210,20,4,1,16,30,8,11,42.1
Ryan Yates,ENG,MF,Nott'ham Forest,26,1915,2,1,10,0,2.3,1.2,18,53,16,0.09,0.05,0.11,0.05,27.3,0.42,0.06,19.6,618,81.5,9172,87.6,85.6,57.1,18,48,4,0,N/A,N/A,N/A,42,21,37,20,38,10,28,26,1041,80,276,510,266,41,50.0,27.8,424,934,18,1,24,18,545,53,49,7,8,104,45,30,60.0
Rúben Dias,POR,DF,Manchester City,27,2271,0,0,4,0,1.5,0.3,43,160,8,0.0,0.0,0.06,0.01,33.3,0.28,0.0,19.4,2167,93.5,37644,96.9,96.5,67.8,5,222,12,0,N/A,N/A,N/A,17,11,13,6,23,20,3,20,2499,216,837,1361,307,26,66.7,33.3,1775,6017,65,1,8,1,2016,12,8,0,3,78,37,34,52.1
Sam Johnstone,ENG,GK,Wolves,31,630,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,184,66.2,5548,96.9,97.6,45.0,1,6,0,0,2.43,61.5,0.0,0,0,1,1,0,0,0,0,306,229,304,2,0,0,N/A,N/A,196,756,0,0,0,0,179,0,0,0,0,9,4,0,100.0
Sam Morsy,EGY,MF,Ipswich Town,32,2751,1,1,10,0,0.4,1.2,22,120,13,0.03,0.03,0.01,0.04,23.1,0.1,0.08,27.2,1249,86.4,20142,92.9,91.9,56.8,24,149,17,4,N/A,N/A,N/A,68,41,62,35,34,13,21,29,1683,97,498,953,248,6,58.6,31.0,852,2101,24,3,17,13,1137,48,27,0,15,157,18,24,42.9
Sammie Szmodics,IRL,"FW,MF",Ipswich Town,28,992,4,0,2,0,3.4,0.2,16,19,47,0.36,0.0,0.31,0.02,57.1,1.09,0.19,14.0,149,74.1,2458,87.8,83.1,51.7,5,11,4,1,N/A,N/A,N/A,16,10,26,19,10,2,8,6,318,17,80,125,119,33,33.3,50.0,179,407,8,7,24,17,193,9,8,8,14,42,6,11,35.3
